id,synsetId,subSynsetId,modelId,split
custom_0000142,fv,fv,fib1-3-2-1-124,train
custom_0000143,fv,fv,fib1-3-2-1-126,train
custom_0000144,fv,fv,fib1-3-2-1-129,train
custom_0000145,fv,fv,fib1-3-2-1-131,train
custom_0000146,fv,fv,fib1-3-2-1-133,train
custom_0000147,fv,fv,fib1-3-2-1-134,train
custom_0000148,fv,fv,fib1-3-2-1-135,train
custom_0000149,fv,fv,fib1-3-2-1-138,train
custom_0000150,fv,fv,fib1-3-2-1-14,train
custom_0000151,fv,fv,fib1-3-2-1-140,train
custom_0000152,fv,fv,fib1-3-2-1-142,train
custom_0000153,fv,fv,fib1-3-2-1-144,train
custom_0000154,fv,fv,fib1-3-2-1-15,train
custom_0000155,fv,fv,fib1-3-2-1-150,train
custom_0000156,fv,fv,fib1-3-2-1-154,train
custom_0000157,fv,fv,fib1-3-2-1-158,train
custom_0000158,fv,fv,fib1-3-2-1-160,train
custom_0000159,fv,fv,fib1-3-2-1-161,train
custom_0000160,fv,fv,fib1-3-2-1-162,train
custom_0000161,fv,fv,fib1-3-2-1-164,train
custom_0000162,fv,fv,fib1-3-2-1-165,train
custom_0000163,fv,fv,fib1-3-2-1-166,train
custom_0000164,fv,fv,fib1-3-2-1-167,train
custom_0000165,fv,fv,fib1-3-2-1-168,train
custom_0000166,fv,fv,fib1-3-2-1-169,train
custom_0000167,fv,fv,fib1-3-2-1-170,train
custom_0000168,fv,fv,fib1-3-2-1-171,train
custom_0000169,fv,fv,fib1-3-2-1-173,train
custom_0000170,fv,fv,fib1-3-2-1-174,train
custom_0000171,fv,fv,fib1-3-2-1-176,train
custom_0000172,mito,mito,fib1-0-0-0-10,train
custom_0000173,mito,mito,fib1-0-0-0-12,train
custom_0000174,mito,mito,fib1-0-0-0-13,train
custom_0000175,mito,mito,fib1-0-0-0-14,train
custom_0000176,mito,mito,fib1-0-0-0-15,train
custom_0000177,mito,mito,fib1-0-0-0-16,train
custom_0000178,mito,mito,fib1-0-0-0-18,train
custom_0000179,mito,mito,fib1-0-0-0-19,train
custom_0000180,mito,mito,fib1-0-0-0-5,train
custom_0000181,mito,mito,fib1-0-0-0-6,train
custom_0000182,mito,mito,fib1-0-0-0-7,train
custom_0000183,mito,mito,fib1-0-0-0-8,train
custom_0000184,mito,mito,fib1-1-0-3-11,train
custom_0000185,mito,mito,fib1-1-0-3-2,train
custom_0000186,mito,mito,fib1-1-0-3-3,train
custom_0000187,mito,mito,fib1-1-0-3-5,train
custom_0000188,mito,mito,fib1-3-2-1-1,train
custom_0000189,mito,mito,fib1-3-2-1-13,train
custom_0000190,mito,mito,fib1-3-2-1-19,train
custom_0000191,mito,mito,fib1-3-2-1-2,train
custom_0000192,mito,mito,fib1-3-2-1-21,train
custom_0000193,mito,mito,fib1-3-2-1-22,train
custom_0000194,mito,mito,fib1-3-2-1-25,train
custom_0000195,mito,mito,fib1-3-2-1-28,train
custom_0000196,mito,mito,fib1-3-2-1-29,train
custom_0000197,mito,mito,fib1-3-2-1-34,train
custom_0000198,mito,mito,fib1-3-2-1-39,train
custom_0000199,mito,mito,fib1-3-2-1-44,train
custom_0000200,mito,mito,fib1-3-2-1-45,train
custom_0000201,mito,mito,fib1-3-2-1-49,train
custom_0000202,mito,mito,fib1-3-2-1-54,train
custom_0000203,mito,mito,fib1-3-2-1-8,train
custom_0000204,mito,mito,fib1-3-2-1-9,train
custom_0000205,mito,mito,fib1-3-3-0-13,train
custom_0000206,mito,mito,fib1-3-3-0-14,train
custom_0000207,mito,mito,fib1-3-3-0-15,train
custom_0000208,mito,mito,fib1-3-3-0-17,train
custom_0000209,mito,mito,fib1-3-3-0-18,train
custom_0000210,mito,mito,fib1-3-3-0-19,train
custom_0000211,mito,mito,fib1-3-3-0-20,train
custom_0000212,mito,mito,fib1-3-3-0-22,train
custom_0000213,mito,mito,fib1-3-3-0-24,train
custom_0000214,mito,mito,fib1-3-3-0-26,train
custom_0000215,mito,mito,fib1-3-3-0-28,train
custom_0000216,mito,mito,fib1-3-3-0-30,train
custom_0000217,mito,mito,fib1-3-3-0-32,train
custom_0000218,mito,mito,fib1-3-3-0-34,train
custom_0000219,mito,mito,fib1-3-3-0-38,train
custom_0000220,mito,mito,fib1-3-3-0-4,train
custom_0000221,mito,mito,fib1-3-3-0-40,train
custom_0000222,mito,mito,fib1-3-3-0-41,train
custom_0000223,mito,mito,fib1-3-3-0-43,train
custom_0000224,mito,mito,fib1-3-3-0-45,train
custom_0000225,mito,mito,fib1-3-3-0-46,train
custom_0000226,mito,mito,fib1-3-3-0-49,train
custom_0000227,mito,mito,fib1-3-3-0-50,train
custom_0000228,mito,mito,fib1-3-3-0-51,train
custom_0000229,mito,mito,fib1-3-3-0-54,train
custom_0000230,mito,mito,fib1-3-3-0-55,train
custom_0000231,mito,mito,fib1-3-3-0-56,train
custom_0000232,mito,mito,fib1-3-3-0-59,train
custom_0000233,mito,mito,fib1-3-3-0-61,train
custom_0000234,mito,mito,fib1-3-3-0-8,train
custom_0000235,mito,mito,fib1-4-3-0-14,train
custom_0000236,mito,mito,fib1-4-3-0-15,train
custom_0000237,mito,mito,fib1-4-3-0-17,train
custom_0000238,mito,mito,fib1-4-3-0-19,train
custom_0000239,mito,mito,fib1-4-3-0-20,train
custom_0000240,mito,mito,fib1-4-3-0-22,train
custom_0000241,mito,mito,fib1-4-3-0-23,train
custom_0000242,mito,mito,fib1-4-3-0-25,train
custom_0000243,mito,mito,fib1-4-3-0-28,train
custom_0000244,mito,mito,fib1-4-3-0-3,train
custom_0000245,mito,mito,fib1-4-3-0-34,train
custom_0000246,mito,mito,fib1-4-3-0-38,train
custom_0000247,lyso,lyso,fib1-0-0-0-3,train
custom_0000248,lyso,lyso,fib1-0-0-0-4,train
custom_0000249,lyso,lyso,fib1-1-0-3-10,train
custom_0000250,lyso,lyso,fib1-1-0-3-12,train
custom_0000251,lyso,lyso,fib1-1-0-3-13,train
custom_0000252,lyso,lyso,fib1-1-0-3-14,train
custom_0000253,lyso,lyso,fib1-1-0-3-16,train
custom_0000254,lyso,lyso,fib1-1-0-3-17,train
custom_0000255,lyso,lyso,fib1-1-0-3-19,train
custom_0000256,lyso,lyso,fib1-1-0-3-20,train
custom_0000257,lyso,lyso,fib1-1-0-3-4,train
custom_0000258,lyso,lyso,fib1-1-0-3-6,train
custom_0000259,lyso,lyso,fib1-1-0-3-7,train
custom_0000260,lyso,lyso,fib1-3-2-1-4,train
custom_0000261,lyso,lyso,fib1-3-2-1-5,train
custom_0000262,lyso,lyso,fib1-3-2-1-7,train
custom_0000263,lyso,lyso,fib1-3-3-0-3,train
custom_0000264,lyso,lyso,fib1-4-3-0-4,train
custom_0000265,lyso,lyso,fib1-4-3-0-5,train
custom_0000266,mito,mito,fib1-4-3-0-39,train
custom_0000267,mito,mito,fib1-4-3-0-40,train
custom_0000268,mito,mito,fib1-4-3-0-41,train
custom_0000269,mito,mito,fib1-4-3-0-43,train
custom_0000270,mito,mito,fib1-4-3-0-44,train
custom_0000271,mito,mito,fib1-4-3-0-45,train
custom_0000272,mito,mito,fib1-4-3-0-46,train
custom_0000273,mito,mito,fib1-4-3-0-47,train
custom_0000274,mito,mito,fib1-4-3-0-52,train
custom_0000275,mito,mito,fib1-4-3-0-7,train
custom_0000276,mito,mito,fib1-4-3-0-9,train
